Country Name,1996,1998,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bulgaria,121.6075424,18.67220444,10.31626213,5.810143657,2.348641696,6.147130742,5.038838071,7.261594628,8.40253419,12.3487196,2.753202239,2.438990605,4.219903466,2.954568298,0.890093541,-1.418183803,-0.104633261,-0.798649886,2.061596194,2.814544738,3.103729448,1.672440969,3.297744353,15.32525893
Belarus,52.71207675,72.86971705,168.6202359,42.53754813,28.39783991,18.10824249,10.33887945,6.997129035,8.426752735,14.83787648,12.94565634,7.735748043,53.22869831,59.21973602,18.31226104,18.11955435,13.53448976,11.83658077,6.031837252,4.872302206,5.59815595,5.548143575,9.460283896,15.20967527
Belize,5.965020975,2.1952625,3.067439669,4.240266607,2.318082747,6.394430997,-1.104310444,-7.113767713,2.318082746,6.394431003,-1.104310449,0.917977379,1.602056156,1.300580745,0.509747769,1.201399645,-0.861584009,0.663427168,1.147653393,0.269982623,0.187069385,0.121434645,3.235636592,6.276893194
Brazil,15.7576656,3.195076293,7.044141059,8.450164377,14.71491972,6.5971851,6.869537209,4.183568129,3.641272991,5.678593903,4.888034799,5.038726901,6.636449622,5.40349914,6.204310666,6.329040155,9.029901024,8.739143523,3.44637335,3.664850284,3.732976212,3.211768038,8.301659756,9.28010609
Bhutan,8.790013819,10.58558999,4.012120811,2.455357143,2.572308617,4.105936983,5.312631046,5.00045438,5.156111388,8.327160494,4.361122191,7.036383161,8.848985699,10.91965694,8.776383453,8.271060939,4.548143951,3.219886894,4.95508367,2.723963862,2.726430374,5.629365226,7.346814405,5.639166714
Botswana,10.08285807,6.661398657,8.601485149,8.032796625,9.189902656,6.945703637,8.610225285,11.55521879,7.080998472,12.70218839,8.027297031,6.948876587,8.459872334,7.536902611,5.884607071,4.402253092,3.062031696,2.814957914,3.308280768,3.238015589,2.772864429,1.890359168,7.240977656,11.66556748
Georgia,39.3575,3.566807813,4.063962014,5.5878373,0.837734532,5.656326362,8.247090431,9.160965084,9.244897456,9.999487616,1.727514611,7.110178975,8.542933333,-0.943658853,-0.512058411,3.068812104,4.003578207,2.134927139,6.035317253,2.615244714,4.852898217,5.20246489,9.566914338,11.89816542
Guatemala,11.05691653,6.613460705,5.977577347,8.132630543,5.603476754,7.578622473,9.108649857,6.560852828,6.821617536,11.35576113,1.859102547,3.859509098,6.214123931,3.781807547,4.343371313,3.418361697,2.388720328,4.448441999,4.424536552,3.751861867,3.69998398,3.214440622,4.261051274,6.885128233
Indonesia,7.973280856,58.45104447,3.68861916,11.90011757,6.757317194,6.064059885,10.45319842,13.1086721,6.406562813,10.22666455,4.38641555,5.134204008,5.35604779,4.279499996,6.412513302,6.394925408,6.363121131,3.525805157,3.80879807,3.198346416,3.03058665,1.920968006,1.560129905,4.209463834
India,8.977152338,13.23083898,4.00943591,4.297152039,3.805858995,3.767251735,4.24634362,5.796523376,6.372881356,8.349267049,10.88235294,11.98938992,8.911793365,9.478996914,10.01787847,6.665656719,4.906973441,4.948216341,3.328173375,3.938826467,3.729505735,6.623436776,5.131407472,6.699034141
Jamaica,26.40665661,8.63189613,8.171083561,7.076350093,10.08695652,13.55450237,15.05286589,8.561064087,9.244820673,22.0228385,9.592245989,12.610552,7.555856466,6.873977087,9.341500766,8.274078862,3.691542289,2.351021975,4.37839865,3.736638822,3.905100009,5.226777793,5.862782428,10.34956884
Jordan,6.501218027,3.091666667,0.666880926,1.83299389,1.63,3.361868215,3.493685346,6.251724667,4.74390639,13.971231,-0.739069743,4.845518759,4.162441629,4.515229567,4.824623143,2.89947905,-0.87685136,-0.778430463,3.323894476,4.462311085,0.761514047,0.333294351,1.346093772,4.229155689
Kazakhstan,39.18254237,7.146326655,13.18089059,5.836924521,6.438218101,6.88205439,7.579999291,8.721693861,10.84683621,17.13989978,7.316078583,7.400463563,8.452904662,5.19568369,5.942838716,6.84944977,6.678285856,14.36109424,7.442663213,6.163662476,5.333560989,6.718154549,8.04147134,15.02786444
Sri Lanka,15.93583104,9.364243007,6.17627591,9.55103167,6.314637871,7.57592583,11.6396861,10.02018361,15.84211149,22.56449553,3.464963221,6.217648893,6.716768436,7.542913732,6.908450348,3.179002282,3.768367831,3.958888466,7.704137679,2.135037737,3.528393582,6.153945084,7.014780712,49.72110211
Lesotho,9.330314585,19.707022465208336,6.131975387,33.81257834,6.629163571,5.023420686,3.437884231,6.072718797,8.01243669,10.71566613,-16.85969105,-2.405242546,5.036630521,6.051436621,4.865118995,5.37028961,3.218445137,6.596504907,4.447699374,4.751803016,5.187083592,4.978096763,6.04774592,8.271803899
Moldova,23.5056773,7.695765175,31.29930158,5.301243903,11.74607921,12.52427684,11.95918372,12.77775578,12.36716684,12.78304726,-0.062718597,7.483850864,7.687251034,4.546334274,4.597878974,5.088785546,9.676240331,6.35930898,6.570229975,3.045053973,4.837783514,3.765971222,5.10641129,28.73729768
Mauritius,6.550973361,6.810793238,4.199288256,6.419333722,3.921053576,4.710370601,4.93717005,8.913501057,8.827292724,9.732283171,2.516091281,2.932363014,6.522492549,3.852160333,3.543295739,3.21769192,1.286549708,0.977675135,3.666997027,3.216053831,0.40565519,2.580800772,4.028528882,10.77375122
Nepal,9.220466624,11.24446778,2.478820207,3.029399487,5.707009319,2.841811312,6.836332659,6.920335807,2.269219244,9.907830053,11.09482374,9.326504107,9.227075461,9.459809804,9.040163119,8.364154697,7.868908956,8.79034332,3.627096107,4.061163388,5.568685478,5.052366553,4.149680034,7.650791768
